node_id_org,node_id_dest,distance,highway,oneway,bridge,tunnel
1700573260,1700573261,14.653008,tertiary,None,None,None
1700573261,1700573262,149.712485,tertiary,None,None,None
1700573262,1700573264,10.455482,tertiary,None,None,None
1700573264,288390385,9.916450,tertiary,None,None,None
288390385,1343383588,256.379767,tertiary,None,None,None
1343383588,288390383,41.886931,tertiary,None,None,None
288390383,288390235,74.579628,tertiary,None,None,None
288390235,288390234,58.621088,tertiary,None,None,None
288390234,288390382,45.798919,tertiary,None,None,None
288390382,1343377593,10.467568,tertiary,None,None,None
1343377593,288390232,10.310709,tertiary,None,None,None
288390232,1343377582,8.365723,tertiary,None,None,None
1343377582,288390231,10.898392,tertiary,None,None,None
288390231,1343377616,9.142452,tertiary,None,None,None
1343377616,288390381,10.927293,tertiary,None,None,None
288390381,1343377601,9.840815,tertiary,None,None,None
1343377601,288390229,12.712123,tertiary,None,None,None
288390229,288390228,36.524268,tertiary,None,None,None
288390228,288390380,48.265101,tertiary,None,None,None
288390380,288390226,53.200855,tertiary,None,None,None
288390226,1343383595,7.117619,tertiary,None,None,None
1343383595,288390225,41.141380,tertiary,None,None,None
288390225,288390379,43.889190,tertiary,None,None,None
288390379,288391211,42.328091,tertiary,None,None,None
288391211,1343373247,14.005012,tertiary,None,None,None
1343373247,288390221,13.888970,tertiary,None,None,None
288390221,288391210,17.131071,tertiary,None,None,None
288391210,1343373335,12.331683,tertiary,None,None,None
1343373335,288391850,13.896965,tertiary,None,None,None
288391850,288390218,21.224100,tertiary,None,None,None
288390218,288390375,14.519572,tertiary,None,None,None
288390375,1343417097,13.231415,tertiary,None,None,None
1343417097,288391209,7.622241,tertiary,None,None,None
288391209,288390215,17.005105,tertiary,None,None,None
288390215,288389838,33.463216,tertiary,None,None,None
288389838,3731514477,39.096670,tertiary,None,None,None
3731514477,3731514476,17.905670,tertiary,None,None,None
3731514476,288386602,49.406240,tertiary,None,None,None
288386602,288386748,43.891507,tertiary,None,None,None
288386748,1334436793,9.156986,tertiary,None,None,None
1334436793,288386600,9.376849,tertiary,None,None,None
288386600,1334436770,11.593610,tertiary,None,None,None
1334436770,288386599,12.722959,tertiary,None,None,None
288386599,288386598,19.623109,tertiary,None,None,None
288386598,1334436800,11.727595,tertiary,None,None,None
1334436800,288386747,12.953326,tertiary,None,None,None
288386747,1334436764,9.371696,tertiary,None,None,None
1334436764,3731206101,9.681536,tertiary,None,None,None
3731206101,3731206099,9.885545,tertiary,None,None,None
3731206099,288386746,36.395238,tertiary,None,None,None
288386746,288386744,187.754531,tertiary,None,None,None
289006498,2303738261,7.621228,tertiary,yes,None,None
2303738261,3722883602,88.051995,tertiary,yes,None,None
3722883602,3722883605,10.552421,tertiary,yes,None,None
3722883605,3731206076,168.641355,tertiary,yes,None,None
3731206076,1334441872,98.909352,tertiary,yes,None,None
1334441872,3731514468,144.488810,tertiary,yes,None,None
3731514468,3731514470,18.337988,tertiary,yes,None,None
3731514470,3731206100,200.680576,tertiary,yes,None,None
3731206100,3731206104,56.603037,tertiary,yes,None,None
3731206104,288390842,36.210387,tertiary,yes,None,None
288390842,288390757,15.079734,tertiary,yes,None,None
288390757,288390758,10.409293,tertiary,yes,None,None
288390758,288390759,11.152433,tertiary,yes,None,None
288390759,3722883798,10.962523,tertiary,yes,None,None
3722883798,288390760,13.760140,tertiary,yes,None,None
288390760,2303738338,10.804738,tertiary,yes,None,None
2303738338,288390761,14.078845,tertiary,yes,None,None
288390761,3722883797,12.035041,tertiary,yes,None,None
