node_id,lat,lon,layer
100794813,50.745138,7.173688
5468771421,50.745230,7.173737
1815064364,50.745658,7.173961
1815064365,50.745921,7.174099
50878400,50.746179,7.174226
269077985,50.746363,7.174291
50878401,50.747575,7.174472
1579534756,50.748757,7.174661
4589476197,50.749511,7.174749
269077995,50.749598,7.174759
1990550251,50.749764,7.174779
346134100,50.749869,7.174792
1186965540,50.749997,7.174821
50878404,50.750072,7.174885
1579816279,50.748298,7.172473
153041541,50.748259,7.172773
269078342,50.748353,7.172925
269078344,50.749598,7.174421
269077995,50.749598,7.174759
100792807,50.748947,7.170560
269078771,50.748681,7.170386
274905593,50.748185,7.170038
269078772,50.748022,7.169805
269078774,50.747898,7.169605
269349685,50.747889,7.169405
100793013,50.746851,7.170214
1741088644,50.747298,7.170204
1741108701,50.747642,7.170236
153041541,50.748259,7.172773
274905510,50.747934,7.172532
269079716,50.747754,7.172359
1572429884,50.746966,7.171967
280980663,50.746949,7.171958
269079718,50.746785,7.171900
1572443867,50.746762,7.172017
269079719,50.746739,7.172127
302402512,50.746559,7.173095
280980657,50.746464,7.173100
280980659,50.746699,7.171994
1572443867,50.746762,7.172017
269607666,50.745074,7.167921
1814938525,50.745152,7.168003
4499014167,50.745197,7.168077
100793419,50.745211,7.168100
280980673,50.745252,7.168218
100793420,50.745272,7.168379
1814985993,50.745275,7.169356
100793190,50.745281,7.170328
280975618,50.745279,7.171393
1579534748,50.745263,7.172667
1815064363,50.745260,7.172796
1815064362,50.745253,7.172935
1815064361,50.745241,7.173077
1144444603,50.745218,7.173289
100794813,50.745138,7.173688
280980668,50.746246,7.167928
1741079114,50.746206,7.168019
334391472,50.746177,7.168138
270190123,50.746079,7.168671
1741085124,50.746038,7.168892
1741085123,50.746024,7.169124
270190139,50.746021,7.169579
1074119045,50.746029,7.170160
1572443866,50.746032,7.170376
100793191,50.746002,7.170600
309749835,50.747579,7.184554
3233845004,50.747602,7.184543
3400782300,50.747668,7.184536
274306925,50.748205,7.184443
1579816233,50.746821,7.183330
274306921,50.747261,7.183268
345108178,50.747368,7.183262
274306922,50.747617,7.183301
3401245041,50.747834,7.183435
274306923,50.748000,7.183603
3401245057,50.748117,7.183865
274306924,50.748183,7.184191
274306925,50.748205,7.184443
274306926,50.748180,7.185038
274306927,50.748081,7.185800
3401245047,50.747964,7.186385
274306928,50.747837,7.186932
1579816269,50.747088,7.181270
274307132,50.747568,7.181668
274307133,50.747861,7.181915
