node_id_org,node_id_dest,distance,highway
4666465661,4666465640,43.939253,"footway"
4666465640,4666465661,43.939253,"footway"
4666465637,4666465681,4.661416,"path"
4666465681,4666465637,4.661416,"path"
4666465681,4666465676,80.400003,"path"
4666465676,4666465681,80.400003,"path"
4666465676,4666465632,21.913308999999998,"path"
4666465632,4666465676,21.913308999999998,"path"
4666465632,4666465678,28.897916,"path"
4666465678,4666465632,28.897916,"path"
4666465678,4666465625,127.89055000000002,"path"
4666465625,4666465678,127.89055000000002,"path"
4666465625,4666465624,3.984746,"path"
4666465624,4666465625,3.984746,"path"
4666465624,4666465623,37.351052,"footway"
4666465616,4666465624,18.675291,"footway"
4666465625,4666465615,34.666556,"path"
4666465615,4666465625,34.666556,"path"
4666465615,5109258754,54.151899,"path"
5109258754,4666465615,54.151899,"path"
5109258754,5109258750,60.011039,"path"
5109258750,5109258754,60.011039,"path"
5109258750,5109258746,56.81691000000001,"path"
5109258746,5109258750,56.81691000000001,"path"
5109258746,5109258745,61.61160700000001,"path"
5109258745,5109258746,61.61160700000001,"path"
5109258745,5109258743,52.06559200000001,"path"
5109258743,5109258745,52.06559200000001,"path"
5109258743,4666465590,49.229874,"path"
4666465590,5109258743,49.229874,"path"
4666465590,5109258734,64.917216,"path"
5109258734,4666465590,64.917216,"path"
5109258734,4624468265,76.87159799999999,"path"
4624468265,5109258734,76.87159799999999,"path"
4624468265,4666465570,70.69771800000001,"path"
4666465570,4624468265,70.69771800000001,"path"
4666465574,4666465571,28.02679,"footway"
4666465571,4666465574,28.02679,"footway"
4666465571,4666465570,15.894884,"footway"
4666465570,4666465571,15.894884,"footway"
4666465570,4666465565,67.628469,"footway"
4666465565,4666465570,67.628469,"footway"
4666465565,5109258780,15.535726,"footway"
5109258780,4666465565,15.535726,"footway"
5109258780,5109258779,15.35832,"footway"
5109258779,5109258780,15.35832,"footway"
5109258779,5109258781,44.935091,"footway"
5109258781,5109258779,44.935091,"footway"
4666465564,5109258779,23.291012000000002,"footway"
5109258779,4666465564,23.291012000000002,"footway"
5109258779,4666465560,15.200737,"footway"
4666465560,5109258779,15.200737,"footway"
4666465506,4666465504,43.329375999999996,"footway"
4666465504,4666465506,43.329375999999996,"footway"
4666465504,4666465560,31.312415,"footway"
4666465560,4666465504,31.312415,"footway"
4666465560,4666465490,39.59848,"footway"
4666465490,4666465560,39.59848,"footway"
4666465496,4666465490,33.336127,"footway"
4666465490,4666465496,33.336127,"footway"
5109258820,5109258923,8.757158,"path"
5109258923,4666465508,6.802441,"path"
4666465508,4666465490,67.344052,"path"
4666465490,4666465270,29.955275,"path"
5109258923,5109258820,8.757158,"path"
4666465508,5109258923,6.802441,"path"
4666465490,4666465508,67.344052,"path"
4666465270,4666465490,29.955275,"path"
5109258781,4666465558,9.970135,"footway"
4666465558,5109258781,9.970135,"footway"
4666465554,4666465558,40.446777999999995,"footway"
4624468271,5109258781,9.636968,"footway"
5109258781,4624468271,9.636968,"footway"
4666465564,5109258781,60.038946,"footway"
4666465565,4666465564,24.442332,"footway"
4666465545,4666465565,10.439443,"footway"
4666465544,4666465545,6.6315,"footway"
4666465540,4666465544,75.586691,"footway"
4666465533,4666465540,103.317143,"footway"
4624504364,4624504362,13.667228,"footway"
4624504362,4624504364,13.667228,"footway"
4624504359,4624504362,22.717067,"road"
4624504362,4624504359,22.717067,"road"
4624504362,4624504360,13.389403,"road"
4624504360,4624504362,13.389403,"road"
4624504359,4624504358,22.849507,"footway"
4624504358,4624504359,22.849507,"footway"
4624501187,4624501182,12.432929999999999,"path"
4624501182,4624501187,12.432929999999999,"path"
4624501185,4624501184,19.885269,"path"
4624501184,4624501185,19.885269,"path"
4624501184,4624501182,12.496338999999999,"path"
4624501182,4624501184,12.496338999999999,"path"
4624501182,4624501181,10.664219,"path"
4624501181,4624501182,10.664219,"path"
4624496731,4624496727,251.509551,"path"
4624496727,4624496731,251.509551,"path"
4666465637,4624468271,106.342928,"footway"
4624468271,4666465637,106.342928,"footway"
4624468271,4666465640,57.271952,"footway"
4666465640,4624468271,57.271952,"footway"
4666465640,4666465574,40.155238999999995,"footway"
4666465574,4666465640,40.155238999999995,"footway"
4666465574,4624468267,18.724771,"footway"
4624468267,4666465574,18.724771,"footway"
4624468267,4624468266,16.634387,"footway"
4624468266,4624468267,16.634387,"footway"
4624468266,4666465653,20.075253,"footway"
4666465653,4624468266,20.075253,"footway"
4666465653,4624468265,14.703001,"footway"
4624468265,4666465653,14.703001,"footway"
4624468265,4624468264,18.180743,"footway"
4624468264,4624468265,18.180743,"footway"
4624462029,1135821050,82.593187,"tertiary"
1135821050,4624462029,82.593187,"tertiary"
4622812866,4622812864,85.25862599999999,"residential"
4622812864,4622812866,85.25862599999999,"residential"
3800364354,3800364344,53.273295,"footway"
3800364344,3800364354,53.273295,"footway"
1143630469,720554638,5.620587,"primary"
2393584322,1143630469,15.52655,"primary"
1685221267,2393584322,14.69926,"primary"
252052891,1685221267,8.029219,"primary"
3800364610,252052891,14.425724,"primary"
1096526949,3809762406,6.160923,"unclassified"
3809762406,1096526949,6.160923,"unclassified"
3809762406,1096526830,39.693452,"unclassified"
1096526830,3809762406,39.693452,"unclassified"
1096526830,1096527628,90.775631,"unclassified"
1096527628,1096526830,90.775631,"unclassified"
1096527628,1096527588,40.72773,"unclassified"
1096527588,1096527628,40.72773,"unclassified"
1096527588,1096526982,42.409159,"unclassified"
1096526982,1096527588,42.409159,"unclassified"
1096526982,1096527964,42.615199000000004,"unclassified"
1096527964,1096526982,42.615199000000004,"unclassified"
252052944,1093469842,8.150274,"primary"
2393573021,252052944,10.51773,"primary"
1096526949,2393573021,226.805892,"primary"
1096527423,1096526949,31.599284,"primary"
2393573025,1096527423,64.405883,"primary"
2238497066,2393573025,12.523207,"primary"
2393573013,2238497066,16.895345,"primary"
1115329197,2393573013,140.461593,"primary"
5894306197,1115329197,48.996346,"primary"
1114945003,5894306197,58.035495,"primary"
1097931942,1114945003,77.0455,"primary"
2393573010,1097931942,56.178279,"primary"
1114992523,2393573010,7.193947,"primary"
832285994,1114992523,51.355013,"primary"
2393573039,832285994,13.736389,"primary"
1093685728,2393573039,249.576529,"primary"
1805702535,1093685728,1078.528476,"primary"
2393573018,1093685732,1042.271153,"primary"
1141096960,2393573018,14.083673,"primary"
1093685773,1141096960,24.933236,"primary"
1094262572,1093685773,26.575577,"primary"
2393573042,1094262572,7.315317,"primary"
1115011365,2393573042,34.755329,"primary"
1115011387,1115011365,33.202789,"primary"
1114945009,1115011387,65.080795,"primary"
2393573051,1114945009,247.73199,"primary"
1093685806,2393573051,15.899275,"primary"
2393573033,1093685806,12.534648,"primary"
1093725295,2393573033,187.674384,"primary"
2393573009,1093725295,134.44266,"primary"
1093685736,2393573009,11.207512,"primary"
1685221269,2393584318,10.587088,"primary"
1685221267,1685221269,12.84176,"primary"
2393584305,1685221267,17.433342,"primary"
3546552494,2393584305,67.857119,"primary"
2393573016,3546552494,13.117003,"primary"
1093685853,2393573016,94.286256,"primary"
2393573036,1093685853,129.98399799999999,"primary"
1093469842,2393573036,10.902506,"primary"
1093685736,252052944,9.281996,"primary"
2393573035,1093469842,12.23903,"primary"
1942852600,2393573035,32.470436,"primary"
1942852601,1942852600,46.268339,"primary"
1942852602,1942852601,34.288438,"primary"
1179085809,1942852602,66.893609,"primary"
1143630599,1179085809,20.827641,"primary"
1143630530,1143630599,43.600955,"primary"
1942852612,1143630530,72.594948,"primary"
1143630477,1942852612,93.111939,"primary"
1093626773,1143630477,75.85378,"primary"
2235081807,1093626773,36.16229,"primary"
2295406686,1211896573,25.589837,"residential"
1093771051,1093469981,121.208003,"primary"
1093771050,1093771051,54.905774,"primary"
1093771049,1093771050,42.362377,"primary"
1093725246,1093771049,39.725938,"primary"
1093469771,1093725246,52.008542,"primary"
1093771076,1093469771,43.466279,"primary"
1093856751,1093771076,22.742291,"primary"
1093469840,1093856751,14.164918,"primary"
1093725274,1093469840,40.645875,"primary"
1093469973,1093725274,71.523065,"primary"
1093469891,1093469973,54.81634,"primary"
1093685750,1093469891,29.028065,"primary"
2393573034,1093685750,31.931521,"primary"
1093685697,2393573034,11.577749,"primary"
3842085078,3842085083,151.259184,"footway"
1608896646,2190791963,106.727724,"footway"
2190791963,1608896646,106.727724,"footway"
1608896708,3842085083,411.738464,"service"
3842085083,2190791963,185.434135,"service"
2190791963,2190791945,75.627315,"service"
3842085083,1608896708,411.738464,"service"
2190791963,3842085083,185.434135,"service"
2190791945,2190791963,75.627315,"service"
3166576534,3809762410,33.119329,"footway"
3809762410,3166576534,33.119329,"footway"
3809762410,3809762406,196.595922,"footway"
3809762406,3809762410,196.595922,"footway"
3809762406,3809762405,26.038622,"footway"
3809762405,3809762406,26.038622,"footway"
3809762405,3809762404,67.605553,"footway"
3809762404,3809762405,67.605553,"footway"
3809762404,3809762401,7.866174,"footway"
3809762401,3809762404,7.866174,"footway"
3809762401,3809762403,43.707489,"footway"
3809762403,3809762401,43.707489,"footway"
3166576533,3809762408,133.376029,"footway"
3809762408,3166576533,133.376029,"footway"
3809762408,3809762402,187.965741,"footway"
3809762402,3809762408,187.965741,"footway"
3809762402,3809762400,4.876205,"footway"
3809762400,3809762402,4.876205,"footway"
3809762400,3809762399,24.496232,"footway"
3809762399,3809762400,24.496232,"footway"
3166576534,2393573021,5.303582,"footway"
2393573021,3166576534,5.303582,"footway"
2393573021,2393573009,9.245553,"footway"
2393573009,2393573021,9.245553,"footway"
2393573009,3166576533,5.800057,"footway"
3166576533,2393573009,5.800057,"footway"
3809762419,2393584316,5.799776,"footway"
2393584316,3809762419,5.799776,"footway"
2393584316,2393584290,7.294883,"footway"
2393584290,2393584316,7.294883,"footway"
2393584290,3809762418,5.816976,"footway"
3809762418,2393584290,5.816976,"footway"
3809762394,2393573013,6.104833,"footway"
2393573013,3809762394,6.104833,"footway"
2393573013,2393573051,9.407048,"footway"
2393573051,2393573013,9.407048,"footway"
2393573051,3809762393,4.680571,"footway"
3809762393,2393573051,4.680571,"footway"
3166576536,2393573038,5.406271,"footway"
2393573038,3166576536,5.406271,"footway"
2393573038,2393573035,7.759141,"footway"
2393573035,2393573038,7.759141,"footway"
2393573035,3800486920,5.209994,"footway"
3800486920,2393573035,5.209994,"footway"
3809762387,2393573042,5.792589,"footway"
2393573042,3809762387,5.792589,"footway"
2393573042,2393573010,8.192312,"footway"
2393573010,2393573042,8.192312,"footway"
2393573010,3809762388,8.728649,"footway"
3809762388,2393573010,8.728649,"footway"
3809762416,2393584287,5.753783,"footway"
2393584287,3809762416,5.753783,"footway"
2393584287,2393584297,7.373051,"footway"
2393584297,2393584287,7.373051,"footway"
2393584297,3809762417,5.783054,"footway"
3809762417,2393584297,5.783054,"footway"
3166576532,2393573055,4.62362,"footway"
2393573055,3166576532,4.62362,"footway"
2393573055,2393573034,7.392866,"footway"
2393573034,2393573055,7.392866,"footway"
2393573034,3800486875,4.447973,"footway"
3800486875,2393573034,4.447973,"footway"
3800486854,2393573048,4.782429,"footway"
2393573048,3800486854,4.782429,"footway"
2393573048,2393573036,8.758929,"footway"
2393573036,2393573048,8.758929,"footway"
2393573036,3800486905,4.722741,"footway"
3800486905,2393573036,4.722741,"footway"
3809762396,2393573031,7.926138,"footway"
2393573031,3809762396,7.926138,"footway"
2393573031,3809762400,9.047649,"footway"
3809762400,2393573031,9.047649,"footway"
3809762397,2393573014,7.778879,"footway"
2393573014,3809762397,7.778879,"footway"
2393573014,3809762401,8.821856,"footway"
3809762401,2393573014,8.821856,"footway"
3166576536,5676310268,30.282416,"footway"
3166576534,3166576536,8.447,"footway"
3809762418,3800364564,11.34904,"footway"
3800364564,3809762418,11.34904,"footway"
3800486838,3809762418,82.532581,"footway"
3809762418,3800486838,82.532581,"footway"
3800486895,1685221151,39.629252,"footway"
1685221151,3800486895,39.629252,"footway"
3800486865,2393573054,5.684227,"footway"
2393573054,3800486865,5.684227,"footway"
2393573054,2393573016,8.331036,"footway"
2393573016,2393573054,8.331036,"footway"
2393573016,3800486893,5.85954,"footway"
3800486893,2393573016,5.85954,"footway"
3800364355,2393584296,8.496257,"footway"
2393584296,3800364355,8.496257,"footway"
2393584296,2393584318,8.420875,"footway"
2393584318,2393584296,8.420875,"footway"
3800364354,2393584318,4.905895,"footway"
3800486837,1685221130,7.88198,"footway"
1685221130,3800486837,7.88198,"footway"
1685221130,2393584305,7.285579,"footway"
2393584305,1685221130,7.285579,"footway"
2393584305,3800486842,5.892458,"footway"
3800486842,2393584305,5.892458,"footway"
1685221151,1312613434,11.558129,"footway"
1312613434,1685221151,11.558129,"footway"
2393584309,3800486838,12.275735,"steps"
3800486838,2393584309,12.275735,"steps"
1685221151,3809762420,18.987987,"footway"
3809762420,1685221151,18.987987,"footway"
3809762420,3809762419,26.652469,"footway"
3809762419,3809762420,26.652469,"footway"
3809762419,2393584311,16.739899,"footway"
2393584311,3809762419,16.739899,"footway"
3800486891,3800486875,17.269453,"footway"
3800486875,3800486891,17.269453,"footway"
3800486875,3800486854,8.980927,"footway"
3800486854,3800486875,8.980927,"footway"
3800486854,2393573012,137.564621,"footway"
2393573012,3800486854,137.564621,"footway"
2393573012,3800486865,83.16313099999999,"footway"
3800486865,2393573012,83.16313099999999,"footway"
3800486865,3800486837,82.103441,"footway"
3800486837,3800486865,82.103441,"footway"
3800364610,3800364563,13.089901,"footway"
3800486837,3800364610,19.580725,"footway"
2393584322,2393584289,12.134217,"footway"
2393584289,2393584322,12.134217,"footway"
2393584289,3800364354,17.78022,"footway"
3800364354,2393584289,17.78022,"footway"
2393584322,3800486842,23.925944,"footway"
3800486842,2393584322,23.925944,"footway"
